"subject","activity","operation","measurement","value"
"5411",2,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.222247409576596
"5412",2,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.189511136902083
"5413",3,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.975949597903226
"5414",3,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.965888891730769
"5415",3,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.948627467704918
"5416",3,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.186764516965517
"5417",3,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.049477977322449
"5418",3,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.412920898474576
"5419",4,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.96228712537037
"5420",4,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.9625007338
"5421",4,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.956139283571429
"5422",4,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.318587811
"5423",4,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.175295286557778
"5424",4,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.397406285
"5425",5,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.977356379807692
"5426",5,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.964440302272727
"5427",5,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.941825903035714
"5428",5,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.269481661080357
"5429",5,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.00918394264170213
"5430",5,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.264674938957447
"5431",6,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.948655471052632
"5432",6,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.948348653636364
"5433",6,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.955914005438597
"5434",6,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.055401423331579
"5435",6,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.243834258785417
"5436",6,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.169868234496078
"5437",7,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.968066259230769
"5438",7,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.970954184166667
"5439",7,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.967417888301887
"5440",7,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.0384187298547368
"5441",7,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.067389886106383
"5442",7,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.45478324745098
"5443",8,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.961792852407407
"5444",8,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.980932292391304
"5445",8,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.979745872037037
"5446",8,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.123834409766667
"5447",8,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.331528459921053
"5448",8,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.131850567460976
"5449",9,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.9543205856
"5450",9,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.9530504408
"5451",9,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.963242884
"5452",9,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.316870715576923
"5453",9,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.00716877883571429
"5454",9,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.419533108571429
"5455",10,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.968561121551724
"5456",10,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.985900801111111
"5457",10,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.951633690454545
"5458",10,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.0205189516981132
"5459",10,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.156978047052632
"5460",10,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.153553147382979
"5461",11,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.976940774561403
"5462",11,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.975315331509434
"5463",11,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.988636595319149
"5464",11,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.395116134237288
"5465",11,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.097454996626087
"5466",11,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.475928501666667
"5467",12,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.962448418666667
"5468",12,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.971715268627451
"5469",12,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.960859009508197
"5470",12,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.029912425338
"5471",12,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.0769968373
"5472",12,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.3208844625
"5473",13,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.980754385967742
"5474",13,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.988348535306122
"5475",13,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.981977536491228
"5476",13,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.15211150075614
"5477",13,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.0282156656914894
"5478",13,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.425100006545455
"5479",14,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.96798859627451
"5480",14,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.972985342962963
"5481",14,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.970214125833333
"5482",14,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.431591453389831
"5483",14,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.186223478065556
"5484",14,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.288744334092593
"5485",15,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.973681222777778
"5486",15,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.984689437118644
"5487",15,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.979078785660377
"5488",15,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.289753952407407
"5489",15,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.158413334683333
"5490",15,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.261956679958333
"5491",16,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.987514525142857
"5492",16,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.983968635942029
"5493",16,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.986502687948718
"5494",16,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.378278490588235
"5495",16,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.0745659082223404
"5496",16,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.475597717843137
"5497",17,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.979687318732394
"5498",17,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.99142725046875
"5499",17,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.990162798846154
"5500",17,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.335938891803279
"5501",17,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.188680399771739
"5502",17,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.360299853125
"5503",18,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.988548418307692
"5504",18,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.990407075964912
"5505",18,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.984987073150685
"5506",18,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.41403775125
"5507",18,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.3833987134
"5508",18,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.574481396551724
"5509",19,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.980621564096386
"5510",19,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.983751646712329
"5511",19,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.979135412739726
"5512",19,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.0730179928688462
"5513",19,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.538404846128205
"5514",19,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.187391317015
"5515",20,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.979695458088235
"5516",20,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.971730462575758
"5517",20,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.940007897123288
"5518",20,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.0545269493972549
"5519",20,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.0137917152644444
"5520",20,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.215014031556863
"5521",21,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.978444123888889
"5522",21,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.985342358705882
"5523",21,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.970634296404494
"5524",21,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.144009889665385
"5525",21,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.112442619741778
"5526",21,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.355443706553191
"5527",22,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.962654791527778
"5528",22,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.968908297096774
"5529",22,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.959743877936508
"5530",22,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.0659727285
"5531",22,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.0224783539805556
"5532",22,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.0458020362119048
"5533",23,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.985905703888889
"5534",23,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.974121466764706
"5535",23,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.973798155735294
"5536",23,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.0180705701559322
"5537",23,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.335009724333333
"5538",23,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.302968064764706
"5539",24,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.983108084305556
"5540",24,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.984469962941177
"5541",24,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.972251355217391
"5542",24,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.418641046896552
"5543",24,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.200830137109091
"5544",24,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.429800778813559
"5545",25,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.96008314739726
"5546",25,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.987941825538462
"5547",25,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.982294170810811
"5548",25,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.564591342162162
"5549",25,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.471642111551724
"5550",25,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.654795110615385
"5551",26,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.989138184473684
"5552",26,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.989481942820513
"5553",26,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.98287688945946
"5554",26,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.293358341186441
"5555",26,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.15317202912
"5556",26,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.294970470909091
"5557",27,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.988098902567568
"5558",27,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.988773269428571
"5559",27,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.984151646
"5560",27,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.259934013157895
"5561",27,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.010857564025
"5562",27,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.460770277843137
"5563",28,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.9734362485
"5564",28,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.969178686666667
"5565",28,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.952727765189873
"5566",28,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.360811456296296
"5567",28,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.0128823827326087
"5568",28,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.294433415745098
"5569",29,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.993998275797101
"5570",29,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.990093703833333
"5571",29,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.989793892615385
"5572",29,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.108978206490566
"5573",29,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",0.000448896304791667
"5574",29,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.239108046693878
"5575",30,"LAYING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.969949269571429
"5576",30,"SITTING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.985826330967742
"5577",30,"STANDING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.953357615932203
"5578",30,"WALKING","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.347180134692308
"5579",30,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.125961400367742
"5580",30,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyAccelerometerJerkMagnitude",-0.549784890615385
"5581",1,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.8621901854
"5582",1,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.958435589361702
"5583",1,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.984617623396226
"5584",1,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.199252568986316
"5585",1,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.185720285744898
"5586",1,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.325961457396226
"5587",2,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.972112972708333
"5588",2,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.971840596086956
"5589",2,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.961775904814815
"5590",2,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.530704814745763
"5591",2,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.320838543553191
"5592",2,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.450612184791667
"5593",3,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.96458672483871
"5594",3,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.946664943653846
"5595",3,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.913682362622951
"5596",3,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.569755772241379
"5597",3,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.332376629371429
"5598",3,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.514211583728814
"5599",4,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.961556660185185
"5600",4,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.9487697524
"5601",4,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.914209165714286
"5602",4,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.609285588016667
"5603",4,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.429213369555556
"5604",4,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.575794072115385
"5605",5,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.968257068846154
"5606",5,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.944760322045455
"5607",5,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.904543921607143
"5608",5,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.484262828928571
"5609",5,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.349338414731915
"5610",5,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.392564530851064
"5611",6,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.930153639473684
"5612",6,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.929725679272727
"5613",6,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.926664297017544
"5614",6,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.329681123368421
"5615",6,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.0143735434
"5616",6,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.230627015078431
"5617",7,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.941130719230769
"5618",7,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.933081955208333
"5619",7,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.93870498490566
"5620",7,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.192909765467895
"5621",7,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.255045057404255
"5622",7,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.533982945882353
"5623",8,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.944528950555556
"5624",8,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.965806789347826
"5625",8,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.964564224074074
"5626",8,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.301241848645833
"5627",8,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.00036272967368421
"5628",8,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.229610952609756
"5629",9,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.9186053356
"5630",9,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.9344377378
"5631",9,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.929769067777778
"5632",9,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.513797480384615
"5633",9,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.347540226666667
"5634",9,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.531482693877551
"5635",10,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.937692642586207
"5636",10,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.974459732592593
"5637",10,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.937786743409091
"5638",10,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.412616909622642
"5639",10,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.312347510289474
"5640",10,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.265371689148936
"5641",11,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.967093356491228
"5642",11,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.969799951132076
"5643",11,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.982576519787234
"5644",11,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.610222628813559
"5645",11,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.456170108913043
"5646",11,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.55009966
"5647",12,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.9454970225
"5648",12,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.958511866666667
"5649",12,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.902356765573771
"5650",12,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.442503784
"5651",12,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.344938419969565
"5652",12,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.594032515192308
"5653",13,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.957681621290323
"5654",13,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.973258277755102
"5655",13,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.957488799473684
"5656",13,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.267472373877193
"5657",13,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.206121707212766
"5658",13,"WALKING_UPSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.485477308909091
"5659",14,"LAYING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.930151731176471
"5660",14,"SITTING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.963320540555556
"5661",14,"STANDING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.944405563833333
"5662",14,"WALKING","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.311386449661017
"5663",14,"WALKING_DOWNSTAIRS","Mean","frequencyDomainBodyBodyGyroscopeMagnitude",-0.0787568406777778
